,Model Name,Price,Discount,Avg Rating,Rating Count,Review Count,Memory Details,Screen Dimention,Lens Detail,Battery Capacity,Processor,Warranty
85,"Apple iPhone 11 Pro Max (Gold, 64 GB)",109900.0,,4.7,620 Ratings , 79 Reviews,64 GB ROM |,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
86,"Samsung Galaxy A70s (Prism Crush White, 128 GB)",25999.0,16% off,4.2,296 Ratings , 44 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
87,"Samsung Galaxy M30s (Black, 64 GB)",15485.0,,4.3,683 Ratings , 62 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD Display,48MP Rear Camera | 16MP Front Camera,6000 mAh Battery,Exynos 9611 Processor,1 Year Manufacturer Warranty
88,"Apple iPhone 11 Pro (Gold, 64 GB)",99900.0,,4.7,861 Ratings , 79 Reviews,64 GB ROM |,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
89,"Samsung Galaxy A70s (Prism Crush Black, 128 GB)",27999.0,15% off,4.4,416 Ratings , 57 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
90,"Apple iPhone 11 (Black, 64 GB)",64900.0,,4.7,"6,444 Ratings ", 590 Reviews,64 GB ROM |,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
91,"Apple iPhone 11 (Red, 128 GB)",69900.0,,4.7,"6,444 Ratings ", 590 Reviews,128 GB ROM |,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
92,"Samsung Galaxy A20s (Blue, 32 GB)",11990.0,7% off,4.3,433 Ratings , 32 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 8MP + 5MP | 8MP Front Camera,4000 mAh Lithium Ion Battery,Qualcomm SDM450-B01 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
93,"Apple iPhone 11 Pro (Midnight Green, 256 GB)",113900.0,,4.7,861 Ratings , 79 Reviews,256 GB ROM |,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
94,"Vivo U10 (Electric Blue, 64 GB)",10990.0,21% off,4.4,337 Ratings , 24 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 665 AIE Processor,0
95,"Vivo V17Pro (Glacier Ice White, 128 GB)",27990.0,15% off,4.5,"4,943 Ratings ", 447 Reviews,8 GB RAM | 128 GB ROM |,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,4100 mAh Li-ion Battery,Qualcomm Snapdragon 675 AIE Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
96,"Apple iPhone 11 Pro (Gold, 256 GB)",113900.0,,4.7,861 Ratings , 79 Reviews,256 GB ROM |,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
97,"Nokia 7.2 (Cyan Green, 64 GB)",16599.0,17% off,4.2,723 Ratings , 114 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP + 8MP | 20MP Front Camera,3500 mAh Battery,Qualcomm Snapdragon 660 Processor,Brand Warranty of 1 Year Available for Mobile
98,"Apple iPhone 11 Pro (Silver, 256 GB)",113900.0,,4.7,861 Ratings , 79 Reviews,256 GB ROM |,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
99,"Apple iPhone 11 Pro (Silver, 64 GB)",99900.0,,4.7,861 Ratings , 79 Reviews,64 GB ROM |,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
100,"Samsung Galaxy M10S (Stainless Black, 32 GB)",10000.0,,4.4,463 Ratings , 35 Reviews,3 GB RAM | 32 GB ROM |,16.26 cm (6.4 inch) Display,13MP Rear Camera,4000 mAh Battery,0,12 months
101,"Nokia 7.2 (Cyan Green, 64 GB)",17499.0,16% off,4.2,"1,902 Ratings ", 307 Reviews,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP + 8MP | 20MP Front Camera,3500 mAh Battery,Qualcomm Snapdragon 660 Processor,Brand Warranty of 1 Year Available for Mobile
102,"Samsung Galaxy M30s (Blue, 64 GB)",15169.0,2% off,4.3,683 Ratings , 62 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD Display,48MP Rear Camera | 16MP Front Camera,6000 mAh Battery,Exynos 9611 Processor,1 Year Manufacturer Warranty
103,"Nokia 7.2 (Charcoal, 64 GB)",16599.0,17% off,4.2,723 Ratings , 114 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP + 8MP | 20MP Front Camera,3500 mAh Battery,Qualcomm Snapdragon 660 Processor,Brand Warranty of 1 Year Available for Mobile
104,"Samsung Galaxy M30s (White, 64 GB)",15460.0,,4.3,683 Ratings , 62 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD Display,48MP Rear Camera | 16MP Front Camera,6000 mAh Battery,Exynos 9611 Processor,1 Year Manufacturer Warranty
105,"Apple iPhone 11 (Purple, 128 GB)",69900.0,,4.7,"6,444 Ratings ", 590 Reviews,128 GB ROM |,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
106,"Apple iPhone 11 (Black, 128 GB)",69900.0,,4.7,"6,444 Ratings ", 590 Reviews,128 GB ROM |,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
107,"OPPO Reno2 F (Lake Green, 128 GB)",23990.0,17% off,4.4,"1,071 Ratings ", 113 Reviews,8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,MTK MT6771V(P70) 64bit Processor,Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
108,"Vivo V17Pro (Midnight Ocean Black, 128 GB)",27990.0,15% off,4.5,"4,943 Ratings ", 447 Reviews,8 GB RAM | 128 GB ROM |,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,4100 mAh Li-ion Battery,Qualcomm Snapdragon 675 AIE Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
109,"Vivo S1 (Skyline Blue, 64 GB)",17990.0,14% off,4.5,"1,467 Ratings ", 106 Reviews,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.21 cm (6.38 inch) Full HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium Polymer Battery,Helio P65 (MT6768) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
110,"OPPO Reno2 F (Sky White, 128 GB)",23990.0,17% off,4.4,"1,071 Ratings ", 113 Reviews,8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,MTK MT6771V(P70) 64bit Processor,Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
111,"Samsung Galaxy A70s (Prism Crush Red, 128 GB)",27999.0,15% off,4.4,416 Ratings , 57 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
112,"Apple iPhone 11 Pro Max (Space Grey, 256 GB)",123900.0,,4.7,620 Ratings , 79 Reviews,256 GB ROM |,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty for 1 Year
113,"Vivo S1 (Diamond Black, 64 GB)",17800.0,10% off,4.5,"1,467 Ratings ", 106 Reviews,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.21 cm (6.38 inch) Full HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium Polymer Battery,Helio P65 (MT6768) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
114,"Huawei P30 Lite (Peacock Blue, 128 GB)",17999.0,18% off,,,,4 GB RAM | 128 GB ROM |,15.62 cm (6.15 inch) Full HD+ Display,24MP + 8MP + 2MP | 32MP Front Camera,3340 mAh Battery,Kirin 710 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
115,"Nokia 7.2 (Charcoal, 64 GB)",17499.0,16% off,4.2,"1,902 Ratings ", 307 Reviews,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP + 8MP | 20MP Front Camera,3500 mAh Battery,Qualcomm Snapdragon 660 Processor,Brand Warranty of 1 Year Available for Mobile
116,"OPPO A5 2020 (Mirror Black, 64 GB)",12990.0,18% off,4.4,"1,587 Ratings ", 134 Reviews,4 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
117,"OPPO A9 2020 (Marine Green, 128 GB)",18490.0,15% off,4.3,"3,147 Ratings ", 281 Reviews,8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
118,"OPPO A9 2020 (Marine Green, 128 GB)",15990.0,15% off,4.3,"1,249 Ratings ", 122 Reviews,4 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
119,"OPPO A9 2020 (Space Purple, 128 GB)",18490.0,15% off,4.3,"3,147 Ratings ", 281 Reviews,8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
120,"OPPO Reno2 Z (Luminous Black, 256 GB)",25990.0,21% off,4.5,"3,104 Ratings ", 372 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,MediaTek Helio P90 SoC Processor,0
121,"Redmi K20 Pro (Pearl White, 128 GB)",24999.0,13% off,4.5,"46,331 Ratings "," 5,958 Reviews",6 GB RAM | 128 GB ROM |,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
122,"Vivo Z1x (Fusion Blue, 128 GB)",16990.0,19% off,4.4,"97,480 Ratings "," 10,754 Reviews",6 GB RAM | 128 GB ROM |,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 712 AIE Processor,0
123,"Mi A3 (Not just Blue, 128 GB)",14890.0,14% off,4.3,"3,968 Ratings ", 332 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
124,"OPPO K3 (Jade Black, 128 GB)",29999.0,3% off,,,,8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,16MP Rear Camera,3765 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
125,"Realme 5 Pro (Crystal Green, 128 GB)",16999.0,5% off,4.5,"47,957 Ratings "," 5,002 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,0
126,"Mi A3 (More Than White, 64 GB)",12499.0,16% off,4.3,"13,944 Ratings "," 1,103 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
127,"Samsung Galaxy A10s (Blue, 32 GB)",10116.0,,4.4,571 Ratings , 36 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,MediaTek MT6762 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
128,"Realme 5 Pro (Sparkling Blue, 64 GB)",13999.0,6% off,4.5,"1,01,513 Ratings "," 10,061 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,0
129,"OPPO K3 (Aurora Blue, 64 GB)",23990.0,2% off,4.4,16 Ratings , 1 Reviews,6 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Display,16MP Rear Camera,3765 mAh Battery,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
130,"Realme 5 Pro (Sparkling Blue, 64 GB)",14999.0,6% off,4.5,"58,698 Ratings "," 6,139 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,0
131,"Vivo Z1x (Fusion Blue, 64 GB)",15990.0,20% off,4.4,"97,480 Ratings "," 10,754 Reviews",6 GB RAM | 64 GB ROM |,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 712 AIE Processor,0
132,"Lenovo K10 Plus (Sprite, 64 GB)",10999.0,21% off,4.1,802 Ratings , 89 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.8 cm (6.22 inch) HD+ Display,13MP + 5MP + 8MP | 16MP Front Camera,4050 mAh Battery,Qualcomm SDM632 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
133,"OPPO Reno2 Z (Sky White, 256 GB)",25990.0,21% off,4.5,"3,104 Ratings ", 372 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,MediaTek Helio P90 SoC Processor,0
134,"Samsung Galaxy A50s (Prism Crush Black, 128 GB)",20999.0,21% off,4.3,"4,810 Ratings ", 593 Reviews,6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
135,"Redmi K20 (Pearl White, 64 GB)",19999.0,13% off,4.5,"39,600 Ratings "," 4,382 Reviews",6 GB RAM | 64 GB ROM |,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 730 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
136,"Realme 5 Pro (Crystal Green, 64 GB)",13999.0,6% off,4.5,"1,01,513 Ratings "," 10,061 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,0
137,"Samsung Galaxy A10s (Green, 32 GB)",10000.0,,4.4,571 Ratings , 36 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,MediaTek MT6762 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
138,"Realme 5 Pro (Crystal Green, 64 GB)",14999.0,6% off,4.5,"58,698 Ratings "," 6,139 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,0
139,"Vivo Z1x (Phantom Purple, 64 GB)",15990.0,20% off,4.4,"97,480 Ratings "," 10,754 Reviews",6 GB RAM | 64 GB ROM |,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 712 AIE Processor,0
140,"XOLO ZX (Electric Blue, 128 GB)",10599.0,37% off,4.1,27 Ratings , 6 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 5MP | 16MP Front Camera,3260 mAh Li-Polymer Battery Battery,MTK Helio P22 Processor,"AI Powered Battery with 1.5 Day Backup, Smart AI Gaming Mode"
141,"Realme 5 Pro (Sparkling Blue, 128 GB)",16999.0,5% off,4.5,"47,957 Ratings "," 5,002 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,0
142,"Vivo Z1x (Phantom Purple, 128 GB)",16990.0,19% off,4.4,"97,480 Ratings "," 10,754 Reviews",6 GB RAM | 128 GB ROM |,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 712 AIE Processor,0
143,"XOLO ZX (Midnight Blue, 128 GB)",10599.0,37% off,4.1,27 Ratings , 6 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 5MP | 16MP Front Camera,3260 mAh Li-Polymer Battery Battery,MTK Helio P22 Processor,"AI Powered Battery with 1.5 Day Backup, Smart AI Gaming Mode"
144,"OPPO Reno2 (Ocean Blue, 256 GB)",36990.0,7% off,4.5,"1,039 Ratings ", 155 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,0
145,"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",20999.0,21% off,4.3,"4,810 Ratings ", 593 Reviews,6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
146,"Realme XT (Pearl Blue, 64 GB)",15999.0,5% off,4.5,"80,320 Ratings "," 9,480 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,0
147,"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",18999.0,23% off,4.3,"2,402 Ratings ", 271 Reviews,4 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 5MP + 8MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
148,"OPPO Reno2 (Luminous Black, 256 GB)",36990.0,7% off,4.5,"1,039 Ratings ", 155 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,0
149,"Realme XT (Pearl Blue, 64 GB)",16999.0,5% off,4.5,"60,996 Ratings "," 7,576 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,0
150,"Realme XT (Pearl Blue, 128 GB)",18999.0,5% off,4.5,"61,261 Ratings "," 7,546 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,0
151,"Realme XT (Pearl White, 64 GB)",16999.0,5% off,4.5,"60,996 Ratings "," 7,576 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,0
152,"Realme XT (Pearl White, 128 GB)",18999.0,5% off,4.5,"61,261 Ratings "," 7,546 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,0
153,"Realme XT (Pearl White, 64 GB)",15999.0,5% off,4.5,"80,320 Ratings "," 9,480 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,0
154,"Redmi K20 (Pearl White, 128 GB)",22999.0,8% off,4.5,"39,600 Ratings "," 4,382 Reviews",6 GB RAM | 128 GB ROM |,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 730 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
155,"Samsung Galaxy A10s (Black, 32 GB)",10300.0,14% off,4.3,376 Ratings , 23 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,MediaTek MT6762 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
